product_id,name,category,subcategory,price_inr,supplier_name,supplier_city,supplier_state,supplier_country,verified_supplier,supplier_rating,supplier_reviews,min_order_qty,years_in_business,keywords,scraped_at,data_source
PROD-0398,Premium Fertilizer,Chemicals,Fertilizer,19415.0,"Varma, Puri and Ranganathan",Nashik,Maharashtra,India,False,3.2,32,212,11,eco friendly|ISO certified,2026-03-13T15:52:11.437537,synthetic
PROD-0399,Standard Adhesive,Chemicals,Adhesive,34420.0,"Natt, Sharma and Bala",Bangalore,Karnataka,India,False,3.2,7,365,6,food grade|RoHS compliant,2026-03-13T15:52:11.437563,synthetic
PROD-0400,Heavy Duty Solvent,Chemicals,Solvent,8547.0,Kara-Mannan,Delhi,Delhi,India,True,4.4,26,282,13,ISO certified|heavy duty,2026-03-13T15:52:11.437587,synthetic
PROD-0401,Standard Bubble Wrap,Packaging,Bubble Wrap,31895.0,"Saran, Raj and Agarwal",Nashik,Maharashtra,India,True,3.3,4,493,15,organic|GMP certified,2026-03-13T15:52:11.437620,synthetic
PROD-0402,Export Grade Corrugated Box,Packaging,Corrugated Box,24259.0,"Comar, Nair and Mandal",Bangalore,Karnataka,India,True,4.2,18,41,20,custom size|ISO certified,2026-03-13T15:52:11.437651,synthetic
PROD-0403,Standard BOPP Film,Packaging,BOPP Film,10788.0,Chauhan and Sons,Ahmedabad,Gujarat,India,True,3.3,27,438,2,GMP certified|custom size,2026-03-13T15:52:11.437677,synthetic
PROD-0404,Standard BOPP Film,Packaging,BOPP Film,8473.0,"Ahuja, Dey and Mangat",Indore,Madhya Pradesh,India,True,3.6,60,294,18,heavy duty|eco friendly,2026-03-13T15:52:11.437705,synthetic
PROD-0405,Heavy Duty BOPP Film,Packaging,BOPP Film,20075.0,Batra-Bir,Rajkot,Gujarat,India,True,4.8,307,432,18,export quality|organic,2026-03-13T15:52:11.437728,synthetic
PROD-0406,Standard PET Bottle,Packaging,PET Bottle,16422.0,Taneja-Aggarwal,Lucknow,Uttar Pradesh,India,False,4.2,18,479,23,organic|BIS approved,2026-03-13T15:52:11.437753,synthetic
PROD-0407,Heavy Duty Bubble Wrap,Packaging,Bubble Wrap,11269.0,Zachariah-Pillay,Kolkata,West Bengal,India,False,4.2,19,255,16,RoHS compliant|heavy duty,2026-03-13T15:52:11.437777,synthetic
PROD-0408,Standard BOPP Film,Packaging,BOPP Film,14606.0,Dutt and Sons,Nashik,Maharashtra,India,True,3.0,26,435,7,RoHS compliant|custom size,2026-03-13T15:52:11.437799,synthetic
PROD-0409,Standard Jute Bag,Packaging,Jute Bag,9387.0,Sengupta PLC,Jaipur,Rajasthan,India,True,3.4,2,158,10,high grade|RoHS compliant,2026-03-13T15:52:11.437822,synthetic
PROD-0410,Export Grade Corrugated Box,Packaging,Corrugated Box,11062.0,"Dhawan, Prasad and Badal",Pune,Maharashtra,India,False,4.2,11,345,16,eco friendly|ISO certified,2026-03-13T15:52:11.437860,synthetic
PROD-0411,Heavy Duty PET Bottle,Packaging,PET Bottle,22882.0,Mukherjee Ltd,Nagpur,Maharashtra,India,True,4.6,22,348,11,high grade|RoHS compliant,2026-03-13T15:52:11.437885,synthetic
PROD-0412,Heavy Duty PET Bottle,Packaging,PET Bottle,28715.0,Arora Inc,Mumbai,Maharashtra,India,True,3.3,58,193,21,high grade|heavy duty,2026-03-13T15:52:11.437911,synthetic
PROD-0413,Heavy Duty BOPP Film,Packaging,BOPP Film,16845.0,Agarwal-Randhawa,Kolkata,West Bengal,India,False,3.6,3,255,8,CE certified|eco friendly,2026-03-13T15:52:11.437936,synthetic
PROD-0414,Premium Bubble Wrap,Packaging,Bubble Wrap,14014.0,Sem Ltd,Indore,Madhya Pradesh,India,True,3.1,10,260,1,RoHS compliant|eco friendly,2026-03-13T15:52:11.437960,synthetic
PROD-0415,Export Grade BOPP Film,Packaging,BOPP Film,11930.0,"Kamdar, Aurora and Bora",Nashik,Maharashtra,India,False,4.0,38,447,4,high grade|GMP certified,2026-03-13T15:52:11.437989,synthetic
PROD-0416,Premium PET Bottle,Packaging,PET Bottle,43317.0,Nazareth-Gala,Bangalore,Karnataka,India,True,4.9,51,45,11,eco friendly|ISO certified,2026-03-13T15:52:11.438013,synthetic
PROD-0417,Premium BOPP Film,Packaging,BOPP Film,102944.0,Mohan-Bhatti,Delhi,Delhi,India,True,3.6,65,99,10,organic|high grade,2026-03-13T15:52:11.438038,synthetic
PROD-0418,Standard Jute Bag,Packaging,Jute Bag,33830.0,Batta-Rege,Pune,Maharashtra,India,True,3.0,33,106,18,CE certified|high grade,2026-03-13T15:52:11.438436,synthetic
PROD-0419,Heavy Duty Bubble Wrap,Packaging,Bubble Wrap,4639.0,Krishnan-Sarma,Pune,Maharashtra,India,True,3.3,21,15,16,GMP certified|ISO certified,2026-03-13T15:52:11.438512,synthetic
PROD-0420,Standard Jute Bag,Packaging,Jute Bag,8421.0,Suri LLC,Delhi,Delhi,India,False,4.8,47,229,20,CE certified|organic,2026-03-13T15:52:11.438545,synthetic
PROD-0421,Premium PET Bottle,Packaging,PET Bottle,59515.0,"Keer, Gandhi and Madan",Pune,Maharashtra,India,False,4.5,18,417,23,eco friendly|export quality,2026-03-13T15:52:11.438578,synthetic
PROD-0422,Export Grade Bubble Wrap,Packaging,Bubble Wrap,58683.0,Bhandari and Sons,Lucknow,Uttar Pradesh,India,True,4.9,9,94,23,GMP certified|CE certified,2026-03-13T15:52:11.438608,synthetic
PROD-0423,Export Grade Bubble Wrap,Packaging,Bubble Wrap,22928.0,Dyal Ltd,Ludhiana,Punjab,India,True,4.0,54,179,20,custom size|heavy duty,2026-03-13T15:52:11.438635,synthetic
PROD-0424,Premium Corrugated Box,Packaging,Corrugated Box,15572.0,Hari Ltd,Coimbatore,Tamil Nadu,India,True,4.3,72,206,19,BIS approved|premium,2026-03-13T15:52:11.438660,synthetic
PROD-0425,Export Grade PET Bottle,Packaging,PET Bottle,300000.0,Agrawal Ltd,Kolkata,West Bengal,India,True,3.4,40,223,19,RoHS compliant|CE certified,2026-03-13T15:52:11.438689,synthetic
PROD-0426,Export Grade PET Bottle,Packaging,PET Bottle,6300.0,Sathe and Sons,Coimbatore,Tamil Nadu,India,True,4.2,13,228,6,organic|BIS approved,2026-03-13T15:52:11.438719,synthetic
PROD-0427,Export Grade BOPP Film,Packaging,BOPP Film,44614.0,Edwin-Butala,Delhi,Delhi,India,False,3.1,10,298,25,GMP certified|ISO certified,2026-03-13T15:52:11.438744,synthetic
PROD-0428,Heavy Duty PET Bottle,Packaging,PET Bottle,36675.0,"Dora, Chaudhry and Barad",Ludhiana,Punjab,India,True,4.2,2,163,10,custom size|GMP certified,2026-03-13T15:52:11.438773,synthetic
PROD-0429,Standard Jute Bag,Packaging,Jute Bag,33482.0,Narang Group,Surat,Gujarat,India,False,3.1,14,321,11,food grade|BIS approved,2026-03-13T15:52:11.438799,synthetic
PROD-0430,Standard Jute Bag,Packaging,Jute Bag,21883.0,Ben Inc,Jaipur,Rajasthan,India,True,3.4,0,431,14,heavy duty|organic,2026-03-13T15:52:11.438823,synthetic
PROD-0431,Standard PET Bottle,Packaging,PET Bottle,23714.0,"Nazareth, Dyal and Manda",Indore,Madhya Pradesh,India,True,4.3,14,404,23,custom size|BIS approved,2026-03-13T15:52:11.438859,synthetic
PROD-0432,Export Grade PET Bottle,Packaging,PET Bottle,21972.0,Mander-Jhaveri,Kolkata,West Bengal,India,True,3.5,17,256,24,premium|food grade,2026-03-13T15:52:11.438884,synthetic
PROD-0433,Heavy Duty Bubble Wrap,Packaging,Bubble Wrap,18706.0,Narasimhan Group,Coimbatore,Tamil Nadu,India,True,3.1,19,298,16,food grade|export quality,2026-03-13T15:52:11.438908,synthetic
PROD-0434,Premium BOPP Film,Packaging,BOPP Film,50087.0,"Muni, Manda and Ravel",Bangalore,Karnataka,India,True,4.2,4,340,22,export quality|GMP certified,2026-03-13T15:52:11.438936,synthetic
PROD-0435,Premium BOPP Film,Packaging,BOPP Film,44413.0,Char-Kibe,Nagpur,Maharashtra,India,False,4.1,3,464,16,custom size|food grade,2026-03-13T15:52:11.438960,synthetic
PROD-0436,Heavy Duty Jute Bag,Packaging,Jute Bag,17459.0,Boase-Sharma,Pune,Maharashtra,India,False,4.1,3,87,19,ISO certified|GMP certified,2026-03-13T15:52:11.438984,synthetic
PROD-0437,Standard BOPP Film,Packaging,BOPP Film,6954.0,"Chokshi, Sodhi and Chatterjee",Surat,Gujarat,India,True,4.7,11,144,9,organic|ISO certified,2026-03-13T15:52:11.439012,synthetic
PROD-0438,Standard Corrugated Box,Packaging,Corrugated Box,119578.0,Raval PLC,Rajkot,Gujarat,India,False,3.7,10,271,2,CE certified|export quality,2026-03-13T15:52:11.439036,synthetic
PROD-0439,Export Grade BOPP Film,Packaging,BOPP Film,10294.0,Balan Inc,Bangalore,Karnataka,India,True,3.9,28,376,12,ISO certified|GMP certified,2026-03-13T15:52:11.439096,synthetic
PROD-0440,Export Grade Corrugated Box,Packaging,Corrugated Box,7789.0,"Kumar, Bhattacharyya and Bhatti",Surat,Gujarat,India,True,4.5,61,195,22,food grade|BIS approved,2026-03-13T15:52:11.439128,synthetic
PROD-0441,Premium Bubble Wrap,Packaging,Bubble Wrap,19688.0,"Nagi, Kaul and Raman",Lucknow,Uttar Pradesh,India,True,4.1,2,313,21,organic|CE certified,2026-03-13T15:52:11.439158,synthetic
PROD-0442,Export Grade Bubble Wrap,Packaging,Bubble Wrap,42762.0,"Wadhwa, Subramaniam and Hayre",Surat,Gujarat,India,True,4.4,3,395,7,high grade|CE certified,2026-03-13T15:52:11.439185,synthetic
PROD-0443,Export Grade PET Bottle,Packaging,PET Bottle,18952.0,"Dave, Dhingra and Sengupta",Nagpur,Maharashtra,India,True,4.5,26,305,22,premium|custom size,2026-03-13T15:52:11.439214,synthetic
PROD-0444,Standard Corrugated Box,Packaging,Corrugated Box,33885.0,"Bora, Bhargava and Ramachandran",Nagpur,Maharashtra,India,True,4.5,94,95,4,food grade|heavy duty,2026-03-13T15:52:11.439242,synthetic
PROD-0445,Export Grade Bubble Wrap,Packaging,Bubble Wrap,12035.0,"Walia, Balan and Sahni",Surat,Gujarat,India,False,3.6,4,395,25,CE certified|organic,2026-03-13T15:52:11.439267,synthetic
PROD-0446,Export Grade Corrugated Box,Packaging,Corrugated Box,17681.0,Chatterjee Group,Bangalore,Karnataka,India,True,3.1,71,226,3,eco friendly|premium,2026-03-13T15:52:11.439290,synthetic
PROD-0447,Standard Jute Bag,Packaging,Jute Bag,10274.0,"Nagy, Khatri and Agrawal",Kolkata,West Bengal,India,True,3.9,26,227,23,organic|export quality,2026-03-13T15:52:11.439316,synthetic
PROD-0448,Premium Corrugated Box,Packaging,Corrugated Box,24273.0,Bawa-Loke,Mumbai,Maharashtra,India,False,4.3,4,464,13,custom size|ISO certified,2026-03-13T15:52:11.439341,synthetic
PROD-0449,Premium Jute Bag,Packaging,Jute Bag,23293.0,Varma Group,Coimbatore,Tamil Nadu,India,True,3.0,18,479,12,CE certified|GMP certified,2026-03-13T15:52:11.439365,synthetic
PROD-0450,Heavy Duty Jute Bag,Packaging,Jute Bag,33667.0,"Dhar, Tella and Sastry",Surat,Gujarat,India,True,3.9,95,91,18,ISO certified|BIS approved,2026-03-13T15:52:11.439391,synthetic
PROD-0451,Premium PET Bottle,Packaging,PET Bottle,15578.0,Tandon PLC,Nagpur,Maharashtra,India,False,3.7,1,377,7,heavy duty|ISO certified,2026-03-13T15:52:11.439415,synthetic
PROD-0452,Export Grade Corrugated Box,Packaging,Corrugated Box,51384.0,Sahota-Mane,Ahmedabad,Gujarat,India,True,4.6,36,495,15,ISO certified|RoHS compliant,2026-03-13T15:52:11.439438,synthetic
PROD-0453,Export Grade Corrugated Box,Packaging,Corrugated Box,11025.0,"Morar, Rama and Balasubramanian",Pune,Maharashtra,India,True,4.6,37,348,18,heavy duty|food grade,2026-03-13T15:52:11.439465,synthetic
PROD-0454,Export Grade PET Bottle,Packaging,PET Bottle,5915.0,Devi-Gupta,Kolkata,West Bengal,India,False,4.2,4,8,6,GMP certified|ISO certified,2026-03-13T15:52:11.439489,synthetic
PROD-0455,Standard Bubble Wrap,Packaging,Bubble Wrap,39889.0,"Rege, Lalla and Palla",Nashik,Maharashtra,India,False,3.1,42,305,20,premium|export quality,2026-03-13T15:52:11.439516,synthetic
PROD-0456,Export Grade PET Bottle,Packaging,PET Bottle,14313.0,Gupta-Zachariah,Ludhiana,Punjab,India,True,5.0,24,429,7,RoHS compliant|ISO certified,2026-03-13T15:52:11.439540,synthetic
PROD-0457,Standard PET Bottle,Packaging,PET Bottle,18948.0,"Sekhon, Guha and Khanna",Kolkata,West Bengal,India,False,3.3,14,125,19,ISO certified|heavy duty,2026-03-13T15:52:11.439567,synthetic
PROD-0458,Export Grade BOPP Film,Packaging,BOPP Film,20018.0,Chandra PLC,Delhi,Delhi,India,True,3.0,26,356,25,eco friendly|food grade,2026-03-13T15:52:11.439592,synthetic
PROD-0459,Export Grade PET Bottle,Packaging,PET Bottle,12511.0,Ahuja LLC,Bangalore,Karnataka,India,True,4.9,25,93,23,eco friendly|custom size,2026-03-13T15:52:11.439623,synthetic
PROD-0460,Premium Bubble Wrap,Packaging,Bubble Wrap,16238.0,Sani Group,Delhi,Delhi,India,True,4.7,16,107,9,ISO certified|premium,2026-03-13T15:52:11.439649,synthetic
PROD-0461,Premium PET Bottle,Packaging,PET Bottle,23473.0,Sathe-Dora,Delhi,Delhi,India,True,3.7,9,316,25,eco friendly|ISO certified,2026-03-13T15:52:11.439672,synthetic
PROD-0462,Premium Corrugated Box,Packaging,Corrugated Box,52424.0,"Doctor, Anand and Narasimhan",Delhi,Delhi,India,True,3.5,15,215,7,food grade|GMP certified,2026-03-13T15:52:11.439699,synthetic
PROD-0463,Standard Bubble Wrap,Packaging,Bubble Wrap,16154.0,Madan Ltd,Nashik,Maharashtra,India,True,4.5,67,113,3,eco friendly|custom size,2026-03-13T15:52:11.439722,synthetic
PROD-0464,Export Grade Corrugated Box,Packaging,Corrugated Box,45843.0,"Tella, Ranganathan and Wali",Lucknow,Uttar Pradesh,India,True,3.7,18,184,9,premium|CE certified,2026-03-13T15:52:11.439750,synthetic
PROD-0465,Standard Corrugated Box,Packaging,Corrugated Box,32427.0,"Joshi, Barad and Singh",Bangalore,Karnataka,India,True,3.9,9,113,10,custom size|heavy duty,2026-03-13T15:52:11.439776,synthetic
PROD-0466,Standard BOPP Film,Packaging,BOPP Film,91639.0,Kade-Chada,Ludhiana,Punjab,India,True,4.7,0,303,16,eco friendly|organic,2026-03-13T15:52:11.439799,synthetic
PROD-0467,Heavy Duty Jute Bag,Packaging,Jute Bag,37665.0,Krishnamurthy-Kumer,Mumbai,Maharashtra,India,True,3.4,16,241,24,RoHS compliant|high grade,2026-03-13T15:52:11.439824,synthetic
PROD-0468,Premium Jute Bag,Packaging,Jute Bag,26589.0,"Kapur, Narula and Keer",Mumbai,Maharashtra,India,True,3.5,22,375,14,premium|heavy duty,2026-03-13T15:52:11.439857,synthetic
PROD-0469,Premium Bubble Wrap,Packaging,Bubble Wrap,10382.0,Sachdev-Shenoy,Pune,Maharashtra,India,False,3.9,1,95,12,GMP certified|eco friendly,2026-03-13T15:52:11.439883,synthetic
PROD-0470,Premium Corrugated Box,Packaging,Corrugated Box,55030.0,Saha PLC,Rajkot,Gujarat,India,True,4.5,57,295,7,RoHS compliant|GMP certified,2026-03-13T15:52:11.439907,synthetic
PROD-0471,Premium BOPP Film,Packaging,BOPP Film,208138.0,Jain-Basu,Delhi,Delhi,India,True,3.9,4,332,18,food grade|export quality,2026-03-13T15:52:11.439931,synthetic
PROD-0472,Premium PET Bottle,Packaging,PET Bottle,11615.0,"Goyal, Roy and Chaudhry",Coimbatore,Tamil Nadu,India,False,4.5,109,390,8,CE certified|RoHS compliant,2026-03-13T15:52:11.439957,synthetic
PROD-0473,Premium Bubble Wrap,Packaging,Bubble Wrap,24704.0,"Biswas, Kade and Bath",Nashik,Maharashtra,India,True,3.7,18,63,16,food grade|high grade,2026-03-13T15:52:11.439983,synthetic
PROD-0474,Heavy Duty BOPP Film,Packaging,BOPP Film,66608.0,"Butala, Palan and Nori",Nagpur,Maharashtra,India,False,4.9,18,460,6,organic|export quality,2026-03-13T15:52:11.440010,synthetic
PROD-0475,Export Grade PET Bottle,Packaging,PET Bottle,8876.0,"Balan, Mahajan and Basu",Delhi,Delhi,India,True,3.4,11,478,5,eco friendly|CE certified,2026-03-13T15:52:11.440037,synthetic
PROD-0476,Heavy Duty Jute Bag,Packaging,Jute Bag,25508.0,Rama-Sachdeva,Jaipur,Rajasthan,India,False,4.6,18,272,18,eco friendly|RoHS compliant,2026-03-13T15:52:11.440093,synthetic
PROD-0477,Export Grade BOPP Film,Packaging,BOPP Film,13325.0,Prabhakar-Ahluwalia,Surat,Gujarat,India,True,3.6,46,146,15,heavy duty|custom size,2026-03-13T15:52:11.440121,synthetic
PROD-0478,Standard PET Bottle,Packaging,PET Bottle,36788.0,Pandey LLC,Nashik,Maharashtra,India,False,4.4,30,122,4,ISO certified|CE certified,2026-03-13T15:52:11.440145,synthetic
PROD-0479,Standard PET Bottle,Packaging,PET Bottle,21537.0,Nayar-Patla,Kolkata,West Bengal,India,True,3.1,11,191,15,high grade|heavy duty,2026-03-13T15:52:11.440170,synthetic
PROD-0480,Heavy Duty Bubble Wrap,Packaging,Bubble Wrap,27856.0,"Shanker, Bhalla and Kamdar",Coimbatore,Tamil Nadu,India,True,3.6,23,290,24,eco friendly|CE certified,2026-03-13T15:52:11.440198,synthetic
